r1bq1rk1/pp1nppbp/2p3p1/8/B2PP3/2P5/P3NPPP/R1BQK2R w KQ - 4 10,-0.56,0.0,0.33,0.27,-0.23,0.0,0.25,0.0,e1g1,0.14,0.0,0.4,0.35,-0.23,0.0,0.25,0.0,e4e5,-0.7,0.0,0.4,0.31,-0.26,0.0,0.33,0.0
r1bq1rk1/pp1n1pbp/2p3p1/4p3/B2PP3/2P5/P3NPPP/R1BQ1RK1 w - - 0 11,0.03,0.0,0.09,0.23,-0.26,0.0,0.15,0.0,c1e3,0.15,0.0,0.11,0.23,-0.26,0.0,0.15,0.0,a4b3,0.15,0.0,0.15,0.44,-0.03,0.0,0.2,0.0
r1b2rk1/pp1nqpbp/2p3p1/4p3/B2PP3/2P1B3/P3NPPP/R2Q1RK1 w - - 2 12,0.11,0.0,0.12,0.23,-0.26,0.0,0.15,0.0,e2g3,0.1,0.0,0.17,0.38,-0.3,0.0,0.15,0.0,d4d5,0.02,0.0,0.14,0.23,-0.27,0.32,0.2,0.0
r1b2rk1/pp1nqpbp/2p3p1/8/B2pP3/2P1B1N1/P4PPP/R2Q1RK1 w - - 0 13,-0.41,-0.2,0.09,0.31,-1.37,-0.15,-0.1,0.0,c3d4,0.24,0.0,0.18,0.38,-0.26,-0.03,0.18,0.0,c3d4,0.24,0.0,0.18,0.38,-0.26,-0.03,0.18,0.0
r1b2rk1/pp1nqpb1/2p3p1/7p/B2PP3/4B1N1/P4PPP/R2Q1RK1 w - - 0 14,0.25,0.0,0.18,0.46,-0.53,-0.03,0.18,0.0,f2f3,0.27,0.0,0.25,0.17,-0.5,-0.03,0.21,0.0,e4e5,0.12,0.0,0.4,0.5,-0.56,0.0,0.24,0.0
r1b2rk1/pp1nqpb1/2p3p1/8/B2PP2p/4BPN1/P5PP/R2Q1RK1 w - - 0 15,0.21,0.0,0.25,0.03,-1.1,-0.03,0.21,0.0,g3h1,-0.55,0.0,-0.02,-0.08,-0.23,-0.03,0.21,0.0,g3e2,0.22,0.0,0.25,-0.04,-0.23,-0.03,0.21,0.0
r1b2rk1/pp1nqpb1/2p3p1/8/B2PP3/4BP1p/P5PP/R2Q1RKN w - - 0 16,-0.49,0.0,0.18,-0.26,0.07,-0.03,0.3,0.0,g2g4,-0.5,0.0,0.18,-0.5,-0.26,-0.03,0.3,0.0,h1f2,0.22,0.0,0.29,-0.19,0.09,-0.03,0.3,0.0
r1br2k1/pp1nqpb1/2p3p1/8/B2PP1P1/4BP1p/P6P/R2Q1RKN w - - 1 17,-0.55,0.0,0.17,-0.5,-0.26,-0.03,0.3,0.0,a4b3,-0.42,0.0,0.29,-0.23,-0.03,-0.03,0.3,0.0,h1f2,0.16,0.0,0.29,-0.42,0.09,-0.03,0.3,0.0
r1br2k1/pp2qpb1/2p3p1/2n5/3PP1P1/1B2BP1p/P6P/R2Q1RKN w - - 3 18,-0.69,0.0,0.01,-0.3,0.13,-0.03,0.26,0.0,d1d2,-0.65,0.0,0.14,-0.27,0.17,-0.03,0.26,0.0,h1f2,0.02,0.0,0.12,-0.18,0.56,-0.03,0.26,0.0
r2r2k1/pp2qpb1/2p1b1p1/2n5/3PP1P1/1B2BP1p/P2Q3P/R4RKN w - - 5 19,-0.77,0.0,-0.12,-0.5,0.61,-0.03,0.26,0.0,b3c2,-0.78,0.0,-0.11,-0.5,0.68,-0.03,0.26,0.0,d2b4,-0.8,0.0,-0.1,-0.5,0.75,-0.03,0.26,0.0
